Compound_name,smiles,Molecular_Formula,CAS,InChI_Key,InChI,PubChemID,ID,aliphatic_carboxylic_acids,aliphatic_hydroxyl_groups,aliphatic_hydroxyl_groups_excluding_tert-OH,N_functional_groups_attached_to_aromatics,Aromatic_carboxylic_acide,aromatic_nitrogens,aromatic_amines,aromatic_hydroxyl_groups,carboxylic_acids,carbonyl_O,"carbonyl_O,_excluding_COOH",thiocarbonyl,C(OH)CCN-Ctert-alkyl_or_C(OH)CCNcyclic,Imines,Tertiary_amines,Secondary_amines,Primary_amines,hydroxylamine_groups,XCCNR_groups,"tert-alicyclic_amines_(no_heteroatoms,_not_quinine-like_bridged_N)",H-pyrrole_nitrogens,thiol_groups,aldehydes,alkyl_carbamates_(subject_to_hydrolysis),alkyl_halides,allylic_oxidation_sites_excluding_steroid_dienone,amides,amidine_groups,anilines,aryl_methyl_sites_for_hydroxylation,azide_groups,azo_groups,barbiturate_groups,benzene_rings,benzodiazepines_with_no_additional_fused_rings,Bicyclic,diazo_groups,dihydropyridines,epoxide_rings,esters,ether_oxygens_(including_phenoxy),furan_rings,guanidine_groups,halogens,hydrazine_groups,hydrazone_groups,imidazole_rings,imide_groups,isocyanates,isothiocyanates,ketones,"ketones_excluding_diaryl,_a,b-unsat._dienones,_heteroatom_on_Calpha",beta_lactams,cyclic_esters_(lactones),methoxy_groups_-OCH3,morpholine_rings,nitriles,nitro_groups,nitro_benzene_ring_substituents,non-ortho_nitro_benzene_ring_substituents,"nitroso_groups,_excluding_NO2",oxazole_rings,oxime_groups,para-hydroxylation_sites,phenols,phenolic_OH_excluding_ortho_intramolecular_Hbond_substituents,phosphoric_acid_groups,phosphoric_ester_groups,piperdine_rings,piperzine_rings,primary_amides,primary_sulfonamides,pyridine_rings,quarternary_nitrogens,thioether,sulfonamides,sulfone_groups,terminal_acetylenes,tetrazole_rings,thiazole_rings,thiocyanates,thiophene_rings,unbranched_alkanes_of_at_least_4_members_(excludes_halogenated_alkanes),urea_groups
"2,2-Difluorobenzophenone",C1=CC=C(C(=C1)C(=O)C2=CC=CC=C2F)F,C13H8F2O,C342234,GNDHXHLGYBJDRD-UHFFFAOYSA-N,InChI=1S/C13H8F2O/c14-11-7-3-1-5-9(11)13(16)10-6-2-4-8-12(10)15/h1-8H,67649,48171,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Formylphenyl acetate,CC(=O)OC1=CC=CC(=C1)C=O,C9H8O3,C34231782,GVUMZPWBUAGJBP-UHFFFAOYSA-N,"InChI=1S/C9H8O3/c1-7(11)12-9-4-2-3-8(5-9)6-10/h2-6H,1H3",118618,89986,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Methoxybenzamide,COC1=CC=C(C=C1)C(=O)N,C8H9NO2,C3424939,GUCPYIYFQVTFSI-UHFFFAOYSA-N,"InChI=1S/C8H9NO2/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H2,9,10)",76959,56214,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estradiol diacetate,CC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)OC(=O)C)C,C22H28O4,C3434886,VQHQLBARMFAKSV-AANPDWTMSA-N,"InChI=1S/C22H28O4/c1-13(23)25-16-5-7-17-15(12-16)4-6-19-18(17)10-11-22(3)20(19)8-9-21(22)26-14(2)24/h5,7,12,18-21H,4,6,8-11H2,1-3H3/t18-,19-,20+,21+,22+/m1/s1",66431,47044,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-(4-Biphenylyl)-2-propanol,CC(C)(C1=CC=C(C=C1)C2=CC=CC=C2)O,C15H16O,C34352744,GOKGIYHIVSGXDM-UHFFFAOYSA-N,"InChI=1S/C15H16O/c1-15(2,16)14-10-8-13(9-11-14)12-6-4-3-5-7-12/h3-11,16H,1-2H3",118654,90012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tryptamine hydrochloride,C1=CC=C2C(=C1)C(=CN2)CCN.Cl,C10H13ClN2,C343942,KDFBGNBTTMPNIG-UHFFFAOYSA-N,"InChI=1S/C10H12N2.ClH/c11-6-5-8-7-12-10-4-2-1-3-9(8)10;/h1-4,7,12H,5-6,11H2;1H",67652,48174,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N,N-Bis(2-cyanoethyl)formamide",C(CN(CCC#N)C=O)C#N,C7H9N3O,C3445849,MYRFNYCEQURXPT-UHFFFAOYSA-N,"InChI=1S/C7H9N3O/c8-3-1-5-10(7-11)6-2-4-9/h7H,1-2,5-6H2",76983,56236,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dibutyldichlorosilane,CCCC[Si](CCCC)(Cl)Cl,C8H18Cl2Si,C3449283,NJKDOKBDBHYMAH-UHFFFAOYSA-N,"InChI=1S/C8H18Cl2Si/c1-3-5-7-11(9,10)8-6-4-2/h3-8H2,1-2H3",76989,56241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Fluorosalicylic acid,C1=CC(=C(C=C1F)C(=O)O)O,C7H5FO3,C345164,JWPRICQKUNODPZ-UHFFFAOYSA-N,"InChI=1S/C7H5FO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",67658,48180,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dansyl fluoride,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)F,C12H12FNO2S,C34523289,JMHHECQPPFEVMU-UHFFFAOYSA-N,"InChI=1S/C12H12FNO2S/c1-14(2)11-7-3-6-10-9(11)5-4-8-12(10)17(13,15)16/h3-8H,1-2H3",93175,70038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Hydroxy-4-(octadecyloxy)benzophenone,CCCCCCCCCCCCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,C31H46O3,C3457134,POLSVAXEEHDBMJ-UHFFFAOYSA-N,"InChI=1S/C31H46O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20-25-34-28-23-24-29(30(32)26-28)31(33)27-21-18-17-19-22-27/h17-19,21-24,26,32H,2-16,20,25H2,1H3",76994,56246,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4,4-Dimethylbenzil",CC1=CC=C(C=C1)C(=O)C(=O)C2=CC=C(C=C2)C,C16H14O2,C3457485,BCWCEHMHCDCJAD-UHFFFAOYSA-N,"InChI=1S/C16H14O2/c1-11-3-7-13(8-4-11)15(17)16(18)14-9-5-12(2)6-10-14/h3-10H,1-2H3",76996,56248,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tert-Butyl cumyl peroxide,CC(C)(C)OOC(C)(C)C1=CC=CC=C1,C13H20O2,C3457612,BIISIZOQPWZPPS-UHFFFAOYSA-N,"InChI=1S/C13H20O2/c1-12(2,3)14-15-13(4,5)11-9-7-6-8-10-11/h6-10H,1-5H3",76997,56249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Fluorobenzophenone,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)F,C13H9FO,C345835,OGTSHGYHILFRHD-UHFFFAOYSA-N,InChI=1S/C13H9FO/c14-12-8-6-11(7-9-12)13(15)10-4-2-1-3-5-10/h1-9H,67663,48185,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dibenzyl carbonate,C1=CC=C(C=C1)COC(=O)OCC2=CC=CC=C2,C15H14O3,C3459925,PIZLBWGMERQCOC-UHFFFAOYSA-N,"InChI=1S/C15H14O3/c16-15(17-11-13-7-3-1-4-8-13)18-12-14-9-5-2-6-10-14/h1-10H,11-12H2",77002,56254,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hexyl stearate,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC,C24H48O2,C3460375,SMWDEDPRQFUXNH-UHFFFAOYSA-N,"InChI=1S/C24H48O2/c1-3-5-7-9-10-11-12-13-14-15-16-17-18-19-20-22-24(25)26-23-21-8-6-4-2/h3-23H2,1-2H3",77005,56257,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4-Ethoxyphenyl isothiocyanate,CCOC1=CC=C(C=C1)N=C=S,C9H9NOS,C3460499,REEKOMRZYJXXNR-UHFFFAOYSA-N,"InChI=1S/C9H9NOS/c1-2-11-9-5-3-8(4-6-9)10-7-12/h3-6H,2H2,1H3",77006,56258,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-(Trifluoromethyl)benzyl alcohol,C1=CC=C(C(=C1)CO)C(F)(F)F,C8H7F3O,C346065,TWQNSHZTQSLJEE-UHFFFAOYSA-N,"InChI=1S/C8H7F3O/c9-8(10,11)7-4-2-1-3-6(7)5-12/h1-4,12H,5H2",67666,48188,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cholesterol chloroacetate,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)CCl)C)C,C29H47ClO2,C3464504,XUXXPLDKUZSGKH-OHPSOFBHSA-N,"InChI=1S/C29H47ClO2/c1-19(2)7-6-8-20(3)24-11-12-25-23-10-9-21-17-22(32-27(31)18-30)13-15-28(21,4)26(23)14-16-29(24,25)5/h9,19-20,22-26H,6-8,10-18H2,1-5H3/t20-,22+,23+,24-,25+,26+,28+,29-/m1/s1",102417,77984,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Chloro-7-(trifluoromethyl)quinoline,C1=CC2=C(C=CN=C2C=C1C(F)(F)F)Cl,C10H5ClF3N,C346554,LLRQVSZVVAKRJA-UHFFFAOYSA-N,"InChI=1S/C10H5ClF3N/c11-8-3-4-15-9-5-6(10(12,13)14)1-2-7(8)9/h1-5H",67668,48190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Chloro-2-nitrobenzonitrile,C1=CC(=C(C=C1Cl)C#N)[N+](=O)[O-],C7H3ClN2O2,C34662312,HPWJUEZFOUOUEO-UHFFFAOYSA-N,InChI=1S/C7H3ClN2O2/c8-6-1-2-7(10(11)12)5(3-6)4-9/h1-3H,100506,76411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Chloro-2-nitrobenzonitrile,C1=CC(=C(C=C1Cl)[N+](=O)[O-])C#N,C7H3ClN2O2,C34662323,OZKOAADVLVCNFO-UHFFFAOYSA-N,InChI=1S/C7H3ClN2O2/c8-6-2-1-5(4-9)7(3-6)10(11)12/h1-3H,96924,73324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Chloro-6-iodohexane,C(CCCI)CCCl,C6H12ClI,C34683733,QTJHNJCILMMRIQ-UHFFFAOYSA-N,InChI=1S/C6H12ClI/c7-5-3-1-2-4-6-8/h1-6H2,118713,90065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2,3-Diphenyl-1H-indole",C1=CC=C(C=C1)C2=C(NC3=CC=CC=C32)C4=CC=CC=C4,C20H15N,C3469203,GYGKJNGSQQORRG-UHFFFAOYSA-N,"InChI=1S/C20H15N/c1-3-9-15(10-4-1)19-17-13-7-8-14-18(17)21-20(19)16-11-5-2-6-12-16/h1-14,21H",77020,56268,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,7-Dimethoxynaphthalene",COC1=CC2=C(C=C1)C=CC(=C2)OC,C12H12O2,C3469269,PPKHAIRFQKFMLE-UHFFFAOYSA-N,"InChI=1S/C12H12O2/c1-13-11-5-3-9-4-6-12(14-2)8-10(9)7-11/h3-8H,1-2H3",77021,56269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-(4-Bromophenoxy)ethanol,C1=CC(=CC=C1OCCO)Br,C8H9BrO2,C34743889,QYIOGYCRGNHDNK-UHFFFAOYSA-N,"InChI=1S/C8H9BrO2/c9-7-1-3-8(4-2-7)11-6-5-10/h1-4,10H,5-6H2",99168,75266,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Dibromoadipic acid",C(CC(C(=O)O)Br)C(C(=O)O)Br,C6H8Br2O4,C3479854,KABAKEOYQZKPBA-UHFFFAOYSA-N,"InChI=1S/C6H8Br2O4/c7-3(5(9)10)1-2-4(8)6(11)12/h3-4H,1-2H2,(H,9,10)(H,11,12)",99860,75873,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Acetyl-4-phenylpiperidine,CC(=O)C1(CCNCC1)C2=CC=CC=C2,C13H17NO,C34798806,RKHWHRHOEKYEJW-UHFFFAOYSA-N,"InChI=1S/C13H17NO/c1-11(15)13(7-9-14-10-8-13)12-5-3-2-4-6-12/h2-6,14H,7-10H2,1H3",101521,77300,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(2-Pyridyl)piperazine,C1CN(CCN1)C2=CC=CC=N2,C9H13N3,C34803662,GZRKXKUVVPSREJ-UHFFFAOYSA-N,"InChI=1S/C9H13N3/c1-2-4-11-9(3-1)12-7-5-10-6-8-12/h1-4,10H,5-8H2",94459,71157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cyclopropyl phenyl ketone,C1CC1C(=O)C2=CC=CC=C2,C10H10O,C3481025,PJRHFTYXYCVOSJ-UHFFFAOYSA-N,"InChI=1S/C10H10O/c11-10(9-6-7-9)8-4-2-1-3-5-8/h1-5,9H,6-7H2",77029,56277,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Bromo-4-methoxybenzaldehyde,COC1=C(C=C(C=C1)C=O)Br,C8H7BrO2,C34841060,QMPNFQLVIGPNEI-UHFFFAOYSA-N,"InChI=1S/C8H7BrO2/c1-11-8-3-2-6(5-10)4-7(8)9/h2-5H,1H3",98662,74808,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Vinylphthalimide,C=CN1C(=O)C2=CC=CC=C2C1=O,C10H7NO2,C3485845,IGDLZDCWMRPMGL-UHFFFAOYSA-N,"InChI=1S/C10H7NO2/c1-2-11-9(12)7-5-3-4-6-8(7)10(11)13/h2-6H,1H2",77035,56282,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-Methionine,CSCCC(C(=O)O)N,C5H11NO2S,C348674,FFEARJCKVFRZRR-SCSAIBSYSA-N,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m1/s1",84815,63009,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3,5-Dichlorophenyl isocyanate",C1=C(C=C(C=C1Cl)Cl)N=C=O,C7H3Cl2NO,C34893920,XEFUJGURFLOFAN-UHFFFAOYSA-N,InChI=1S/C7H3Cl2NO/c8-5-1-6(9)3-7(2-5)10-4-11/h1-3H,94460,71158,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Chloro-3-nitrobenzenesulfonyl fluoride,C1=CC(=C(C=C1S(=O)(=O)F)[N+](=O)[O-])Cl,C6H3ClFNO4S,C349042,AMGFGPCYAMRLHF-UHFFFAOYSA-N,"InChI=1S/C6H3ClFNO4S/c7-5-2-1-4(14(8,12)13)3-6(5)9(10)11/h1-3H",96713,73135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Diisopropyl-5,5-dimethyl-1,3-dioxane",CC(C)C1C(COC(O1)C(C)C)(C)C,C12H24O2,C3494766,SVYIRYSQKUXBPY-UHFFFAOYSA-N,"InChI=1S/C12H24O2/c1-8(2)10-12(5,6)7-13-11(14-10)9(3)4/h8-11H,7H2,1-6H3",107113,81543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-Bis(trifluoromethyl)phenol",C1=C(C=C(C=C1C(F)(F)F)O)C(F)(F)F,C8H4F6O,C349586,ODSXJQYJADZFJX-UHFFFAOYSA-N,"InChI=1S/C8H4F6O/c9-7(10,11)4-1-5(8(12,13)14)3-6(15)2-4/h1-3,15H",67680,48201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-(Trifluoromethyl)acetophenone,CC(=O)C1=CC(=CC=C1)C(F)(F)F,C9H7F3O,C349768,ABXGMGUHGLQMAW-UHFFFAOYSA-N,"InChI=1S/C9H7F3O/c1-6(13)7-3-2-4-8(5-7)9(10,11)12/h2-5H,1H3",67682,48203,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenesulfonyl fluoride, 3-nitro-",C1=CC(=CC(=C1)S(=O)(=O)F)[N+](=O)[O-],C6H4FNO4S,C349780,CWFLJNDQTKMBAM-UHFFFAOYSA-N,"InChI=1S/C6H4FNO4S/c7-13(11,12)6-3-1-2-5(4-6)8(9)10/h1-4H",67683,48204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
